#name	chrom	txStart	txEnd	name2
NM_131894	chr1	20640601	20716941	gria2a
NM_001102391	chr1	20549898	20594445	npy1r
NM_214810	chr1	20173920	20218341	cpe
NM_131638	chr1	21032883	21122617	pax5
NM_200992	chr1	22632558	22679781	pds5a
NM_131735	chr1	23094165	23217966	slit2
NM_001020773	chr1	23703343	23771862	sh3d19
NM_001013446	chr1	23829673	23866438	gatb
NM_213368	chr1	24751880	24795615	arfip1
NM_001014371	chr1	24631615	24679452	trim2a
NM_001003597	chr1	24487276	24523927	mnd1
NM_199643	chr1	25933116	25960597	coro2a
NM_200554	chr1	25417309	25434229	mtap
NM_201116	chr1	26047004	26088799	sh3gl2a
NM_001045258	chr1	27115201	27167436	pspc1
NM_001327752	chr1	26418732	26515985	bnc2
NM_001327751	chr1	26330353	26515985	bnc2
NM_001327750	chr1	26359295	26515985	bnc2
NM_201115	chr1	27374080	27395910	snapc3
NM_203427	chr1	28155890	28241591	gpm6ba
NM_001017828	chr1	28032153	28057811	timmdc1
NM_001002746	chr1	29058153	29149815	pcca
NM_001114714	chr1	28804196	28849544	si:dkey-1h24.2
NM_001045411	chr1	29150758	29235400	zgc:153256
NM_200522	chr1	28962783	28993976	zc3h13
NM_001080561	chr1	29736045	29764294	ubac2
NM_213083	chr1	29618287	29634105	tmem41ab
NM_001024392	chr1	30142300	30170234	metap1d
NM_001045236	chr1	29781580	29885073	dachc
NM_213243	chr1	30925311	30939776	poll
NM_001166331	chr1	31795528	31959138	nlgn4a
NM_001079980	chr1	32622830	32647420	cd99
NM_207062	chr1	33764434	33824150	klf12a
NM_001098260	chr1	34462541	34501016	sc:d189
NM_001045444	chr1	33634280	33718054	lmo7b
NM_001003575	chr1	33883489	33952761	pibf1
NM_001326713	chr1	34762757	34877632	gab1
NM_001327755	chr1	35253866	35266369	zgc:152968
NM_001045250	chr1	36040048	36180662	arhgap10
NM_001135121	chr1	36476517	36585327	dclk2a
NM_001145787	chr1	36476517	36585327	dclk2a
NM_001145788	chr1	36476517	36585327	dclk2a
NM_001145789	chr1	36476517	36585327	dclk2a
NM_001100403	chr1	36203196	36356009	nr3c2
NM_001145602	chr1	37033948	37411979	si:ch211-15e22.3
NM_205734	chr1	38132763	38190124	vegfc
NM_214687	chr1	37930836	38038566	gpm6ab
NM_001002710	chr1	39315987	39334939	ccdc149b
NM_130968	chr1	38826134	39059402	tenm3
NM_200766	chr1	40762983	40768834	paip2b
NM_214724	chr1	40498798	40585127	rgs12b
NM_131018	chr1	40591346	40671330	htt
NM_001328186	chr1	41147987	41164822	smox
NM_001256638	chr1	43100753	43161513	tacr3a
NM_001083000	chr1	43890188	43936629	slc43a1b
NM_199662	chr1	44301694	44313128	dnaja1
NM_001128337	chr1	44684496	44861807	grin2bb
NM_201320	chr1	45977583	46015386	kpna3
NM_001004513	chr1	45714240	45757970	tubgcp3
NM_001017860	chr1	46768523	46794122	fstl1a
NM_001077558	chr1	47010704	47080510	neurl1aa
NM_001160022	chr1	46894468	46992025	sh3pxd2aa
NM_001145688	chr1	48726128	48765129	si:dkeyp-80c12.7
NM_001077289	chr1	49008546	49029468	tsga10
NM_001098763	chr1	48888256	48900181	slc47a2.2
NM_001326550	chr1	48622465	48650643	caly
NM_001024462	chr1	49307880	49421777	gstcd
NM_001042772	chr1	49924311	49946800	abcg2d
NM_131897	chr1	50835351	50881285	meis1a
NM_001105689	chr1	50981379	50996443	zgc:165656
NM_131861	chr1	50461184	50513861	jag1a
NM_001145585	chr1	52027464	52064325	osbp
NM_001081629	chr1	52157700	52186216	smarca5
NM_001002298	chr1	51503402	51517818	asna1
NM_200530	chr1	52820002	52833422	zgc:66455
NM_001111189	chr1	53082088	53097694	pus10
NM_001002316	chr1	53205734	53220926	ltv1
NM_001145704	chr1	53999521	54002452	gprc5bb
NM_001080178	chr1	54257119	54269884	crtac1a
NM_001003470	chr1	55165900	55195527	prkacab
NM_213219	chr1	58441186	58530341	akap8l
NM_200788	chr1	58587427	58597015	rdh8b
NM_198371	chr1	11966	16373	cep97
NM_200393	chr1	44838	49831	ildr1a
NM_173235	chr1	6641	11878	rpl24
NM_131819	chr1	119959	125246	f7
NM_001017577	chr1	36733	39191	hikeshi
NM_001017766	chr1	27687	34330	eed
NM_001089558	chr1	109797	119138	zgc:163025
NM_001115105	chr1	65705	71523	si:zfos-1011f11.1
NM_199632	chr1	39324	44525	tmem39a
NM_201462	chr1	136019	142173	f10
NM_201027	chr1	157792	168652	cul4a
NM_199702	chr1	171175	181511	zgc:64072
NM_001006033	chr1	205113	211029	adprhl1
NM_001326520	chr1	144290	152004	prozb
NM_200776	chr1	232061	246529	tfdp1b
NM_213402	chr1	182622	196792	grtp1a
NM_001007381	chr1	152006	157544	pcid2
NM_001034181	chr1	249957	261054	grk1a
NM_001002156	chr1	212997	219732	dcun1d2b
NM_001077323	chr1	348112	358935	pros1
NM_199978	chr1	317604	343089	gas6
NM_001327759	chr1	264832	300878	cenpe
NM_001037123	chr1	518806	522901	txnl4b
NM_001290146	chr1	518806	522901	txnl4b
NM_001144803	chr1	499117	510440	blzf1
NM_001007332	chr1	513841	518607	trmt10c
NM_001002361	chr1	471600	476760	zgc:92518
NR_030099	chr1	581264	581342	mir155
NM_001098264	chr1	599457	613056	jam2a
NM_001007764	chr1	529537	535756	mrpl16
NM_213307	chr1	615147	619404	atp5j
NM_199915	chr1	585491	596156	mrpl39
NM_001328008	chr1	537586	554342	cenpq
NM_212882	chr1	663225	674538	cyyr1
NM_001302231	chr1	696558	719447	adamts5
NM_001002502	chr1	966427	975876	n6amt1
NR_039328	chr1	1427790	1427871	mir459
NM_001082942	chr1	1452286	1466804	urp2
NM_131689	chr1	1541999	1558365	atp1a1a.4
NM_131687	chr1	1641562	1649040	atp1a1a.2
NM_131688	chr1	1657499	1667866	atp1a1a.3
NM_178099	chr1	1690369	1702301	atp1a1a.5
NM_001040383	chr1	1900255	1903805	oxgr1a.1
NM_001145628	chr1	1912635	1913625	oxgr1a.3
NM_001145625	chr1	1926718	1927735	oxgr1a.2
NM_001159837	chr1	1877290	1879306	slc5a3a
NM_001145705	chr1	2074571	2092325	rap2ab
NM_001145604	chr1	2112652	2150838	kpnb3
NM_001077717	chr1	2306345	2309732	ggact.1
NM_001089560	chr1	2299226	2301541	ggact.3
NM_001004544	chr1	2302368	2305339	ggact.2
NM_001305553	chr1	3675124	3727716	slitrk6
NM_001003842	chr1	4559864	4561633	spry2
NM_213347	chr1	4656683	4696881	ndfip2
NM_001017630	chr1	4724631	4736455	stk16
NM_001082796	chr1	4788047	4805860	atic
NM_001013261	chr1	4806331	4845237	fn1b
NM_001328358	chr1	4751971	4757697	mnx2b
NM_001009887	chr1	4751971	4757697	mnx2b
NM_001145629	chr1	4878345	4889325	cpo
NM_199928	chr1	5464210	5472039	cnppd1
NM_001145693	chr1	5437409	5460831	abcb6a
NM_001076761	chr1	5520939	5527506	mdh1b
NM_001256242	chr1	5546134	5574535	gtf3c3
NM_213314	chr1	5948584	5966136	ube2f
NM_001145627	chr1	5942449	5948369	si:ch211-93g23.2
NM_001009891	chr1	6834029	6856283	lancl1
NM_131619	chr1	6862913	6870925	mylz3
NM_182942	chr1	6878889	6886786	mxa
NM_001128672	chr1	6890917	6920140	mxb
NM_001326717	chr1	6873531	6877789	pcnp
NM_001326716	chr1	6873531	6877789	pcnp
NM_001326718	chr1	6873531	6877789	pcnp
NM_001326719	chr1	6873531	6877789	pcnp
NM_001006035	chr1	6873531	6877789	pcnp
NM_131808	chr1	6951082	6976136	efnb2b
NM_001013498	chr1	6995894	6999939	en1b
NM_200162	chr1	6978657	6989943	arglu1b
NR_120315	chr1	7233770	7236527	wu:fc47e11
NM_001030080	chr1	7481229	7508307	grapb
NM_214802	chr1	7850586	7855934	smcr8b
NM_001076648	chr1	7837211	7846405	mief2
NM_001077387	chr1	7824641	7832479	alkbh5
NM_001030245	chr1	7954052	7962820	fbxl18
NM_131031	chr1	7964992	7968510	actb1
NM_001076642	chr1	7928460	7940802	zgc:153118
NM_199602	chr1	8010084	8018573	zgc:77849
NM_001252630	chr1	8278741	8279373	socs1b
NM_212812	chr1	8302026	8304393	tlr2
NM_201029	chr1	8320619	8380798	prkcba
NM_001079934	chr1	8460846	8461785	zgc:152698
NM_001003890	chr1	8469075	8477584	plk1
NM_001003418	chr1	8433992	8439318	ndufab1a
NM_001020780	chr1	8605991	8609987	uncx4.1
NM_001166125	chr1	8542968	8543896	gng13a
NM_001198746	chr1	8542968	8543896	gng13a
NM_001040241	chr1	8550816	8565846	zgc:136472
NM_001105118	chr1	8585903	8593875	ubn1
NM_001080692	chr1	8946884	8968585	ugt5b4
NM_001177494	chr1	8951866	8957734	ugt5b3
NM_001177499	chr1	8958864	8960519	ugt5b2
NM_001177493	chr1	8961163	8968614	ugt5b1
NR_033478	chr1	8942165	8945594	ugt5b5
NM_200912	chr1	9056688	9174410	mad1l1
NM_200084	chr1	9176269	9182497	pmm2
NM_001347835	chr1	9202843	9230519	rgs11
NM_200325	chr1	9189198	9201213	zgc:56409
NM_001145568	chr1	9235797	9256383	tmem8a
NM_001320534	chr1	9270373	9280654	pdia2
NR_144689	chr1	9202843	9230519	rgs11
NM_200308	chr1	9353332	9364387	rnf175
NM_001194989	chr1	9381988	9387411	fga
NM_212774	chr1	9367694	9375319	fgb
NM_001328343	chr1	9353332	9364387	rnf175
NM_001080024	chr1	9443097	9453341	rbm46
NM_001327802	chr1	9537456	9552657	npy2rl
NM_001200009	chr1	9612915	9619931	eif3f
NM_200891	chr1	9621540	9631095	zgc:77880
NM_001159921	chr1	9633977	9640914	tmem55bb
NM_001039805	chr1	9778580	9789477	tnrc5
NM_001082892	chr1	9953367	9956513	zgc:174945
NM_001004662	chr1	9999731	10012478	zgc:103678
NM_131671	chr1	10036106	10055098	atp1b1b
NM_001278848	chr1	10125492	10137473	crfb15
NM_131785	chr1	10140239	10201257	dmd
NM_001128774	chr1	10423631	10433390	knstrn
NM_001040305	chr1	10984078	11002698	brat1
NM_001287204	chr1	11167910	11192045	iqce
NM_001008591	chr1	11290625	11307908	tspan5b
NM_001076589	chr1	11362459	11371636	saraf
NM_001082799	chr1	11374495	11377945	pla2g12a
NM_001328436	chr1	11322872	11354401	slc24a2
NM_001045275	chr1	11419105	11428156	zgc:136353
NM_001017730	chr1	11454666	11474347	b4galt1
NM_001089448	chr1	11490463	11504143	stra6l
NM_212970	chr1	11420881	11439741	mtp
NM_001327899	chr1	11448253	11451816	spink4
NM_200883	chr1	11608457	11647740	gne
NM_206829	chr1	11649066	11657988	nansa
NM_001002459	chr1	11576179	11591978	cplx2l
NM_200896	chr1	11707703	11711086	zgc:77739
NM_212571	chr1	12076660	12106660	pcdh10a
NM_001005769	chr1	13333931	13340268	hpf1
NM_199219	chr1	13270704	13281640	elf2b
NM_001037394	chr1	13597181	13620327	ppp2r2ca
NM_001006042	chr1	13696305	13717170	fip1l1b
NM_201120	chr1	13719631	13729924	chic2
NM_001020725	chr1	13661885	13678199	crmp1
NM_001328068	chr1	13734290	13740291	LOC553528
NM_001328067	chr1	13731272	13740291	LOC553528
NM_131624	chr1	13745924	13756386	slc34a2a
NM_198878	chr1	13768149	13777507	rbpja
NR_045255	chr1	13866707	13866802	mir2185-1
NR_045255	chr1	13873877	13873972	mir2185-1
NR_048925	chr1	13866707	13866802	mir2185-2
NR_048925	chr1	13873877	13873972	mir2185-2
NR_048926	chr1	13873877	13873972	mir2185-3
NR_048926	chr1	13866707	13866802	mir2185-3
NR_045255	chr1	13907191	13907285	mir2185-1
NR_045255	chr1	13953068	13953163	mir2185-1
NR_045255	chr1	13987263	13987358	mir2185-1
NR_045255	chr1	14008047	14008142	mir2185-1
NR_045255	chr1	14015222	14015317	mir2185-1
NR_045255	chr1	14022362	14022457	mir2185-1
NR_048925	chr1	13907191	13907285	mir2185-2
NR_048925	chr1	13953068	13953163	mir2185-2
NR_048925	chr1	13987263	13987358	mir2185-2
NR_048925	chr1	14008047	14008142	mir2185-2
NR_048925	chr1	14015222	14015317	mir2185-2
NR_048925	chr1	14022362	14022457	mir2185-2
NR_048926	chr1	13987263	13987358	mir2185-3
NR_048926	chr1	14008047	14008142	mir2185-3
NR_048926	chr1	14015222	14015317	mir2185-3
NR_048926	chr1	14022362	14022457	mir2185-3
NR_048926	chr1	13907191	13907285	mir2185-3
NR_048926	chr1	13953068	13953163	mir2185-3
NR_045255	chr1	14029502	14029597	mir2185-1
NR_045255	chr1	14036642	14036737	mir2185-1
NR_045255	chr1	14043782	14043877	mir2185-1
NR_045255	chr1	14050956	14051051	mir2185-1
NR_045255	chr1	14058131	14058226	mir2185-1
NR_045255	chr1	14081062	14081157	mir2185-1
NR_048925	chr1	14036642	14036737	mir2185-2
NR_048925	chr1	14043782	14043877	mir2185-2
NR_048925	chr1	14050956	14051051	mir2185-2
NR_048925	chr1	14058131	14058226	mir2185-2
NR_048925	chr1	14081062	14081157	mir2185-2
NR_048925	chr1	14029502	14029597	mir2185-2
NR_048926	chr1	14029502	14029597	mir2185-3
NR_048926	chr1	14036642	14036737	mir2185-3
NR_048926	chr1	14043782	14043877	mir2185-3
NR_048926	chr1	14050956	14051051	mir2185-3
NR_048926	chr1	14058131	14058226	mir2185-3
NR_048926	chr1	14081062	14081157	mir2185-3
NM_001076622	chr1	14530145	14537040	itln1
NM_001045485	chr1	14572213	14598709	pi4k2b
NM_001037103	chr1	15699472	15701536	fgf20a
NM_199990	chr1	15770141	15787276	vps37a
NM_001030126	chr1	15791273	15814847	mtmr7b
NM_001115123	chr1	15928407	15961224	pcm1
NM_200577	chr1	15961318	15972028	asah1b
NM_207065	chr1	16900454	16902108	helt
NM_131877	chr1	16834440	16843370	casp3a
NM_001031837	chr1	16845646	16894615	acsl1a
NM_214702	chr1	16983824	16986150	slc25a4
NM_001145614	chr1	17002488	17005836	ankrd37
NM_198810	chr1	17006538	17018417	ufsp2
NM_212778	chr1	16988106	16996921	cfap97
NM_001013269	chr1	17200006	17205276	tlr3
NM_001077602	chr1	17207392	17219708	cyp4v8
NM_001089478	chr1	17882810	17898974	fam114a1
NM_131859	chr1	17901208	17922126	klf3
NR_015622	chr1	18117953	18118550	si:dkey-167i21.2
NM_200755	chr1	18119045	18123864	slc25a51a
NM_001161335	chr1	18148699	18156018	zgc:195282
NM_001305559	chr1	18148746	18156048	zgc:195282
NM_001006077	chr1	18390563	18399218	exosc9
NM_001145703	chr1	18381388	18387020	phox2ba
NM_001098769	chr1	18512273	18540953	ptprdb
NM_001114686	chr1	18660110	18709865	rbm47
NM_001114847	chr1	18725442	18738573	lap3
NM_001002749	chr1	18639865	18653113	tyrp1b
NM_001143918	chr1	18780090	18809441	kitb
NM_001114690	chr1	18822538	18824854	clrn2
NM_001114848	chr1	18842206	18844422	si:dkey-245p14.4
NM_199542	chr1	18845361	18868861	smc2
NM_001102393	chr1	18956590	18972613	tmem192
NM_001020704	chr1	18944375	18955290	polr1e
NM_001135257	chr1	18909451	18939216	fbxo10
NM_001297547	chr1	18975009	18980959	apela
NM_001177745	chr1	19066432	19071101	tma16
NM_001145618	chr1	19072057	19109665	si:ch211-42i9.8
NM_205685	chr1	19142871	19152602	grhprb
NM_207071	chr1	19370565	19375200	mettl14
NM_001044325	chr1	19863129	19900841	ugt8
NM_001327988	chr1	19942252	20013360	spock3
NM_001327987	chr1	19942252	20013360	spock3
NM_213353	chr1	20223613	20235800	msmo1
NM_001007770	chr1	20616458	20619659	med28
NM_001003999	chr1	20620278	20628483	tmem144a
NM_131781	chr1	20730067	20790895	glrba
NM_001037378	chr1	20870399	20880072	primpol
NM_200330	chr1	20847515	20870103	ncapd3
NM_206888	chr1	21168449	21188881	melk
NM_001083851	chr1	21244275	21278976	kdm4c
NM_201220	chr1	21698060	21721303	chrnb3a
NM_001042684	chr1	21793825	21821324	chrna6
NM_181757	chr1	21964144	21974352	anxa5b
NM_001089526	chr1	21995221	22000443	fgfbp2b
NM_200397	chr1	22000556	22012644	zmynd10
NM_201477	chr1	21957016	21961285	uchl1
NM_198071	chr1	22022191	22066405	prom1b
NM_131315	chr1	22114658	22144085	ldb2b
NM_001123250	chr1	22079515	22112408	tapt1b
NM_212731	chr1	22161006	22181535	gtf2e2
NM_001303054	chr1	22167010	22170609	si:dkey-92j12.6
NM_001020698	chr1	22154572	22160715	qdprb1
NM_001008611	chr1	22620877	22631061	ube2kb
NM_001110401	chr1	22583992	22592725	lias
NM_001089491	chr1	22552303	22577830	rfc1
NM_001110402	chr1	22592797	22603643	ugdh
NM_205602	chr1	22606883	22617494	smim14
NM_001003861	chr1	22578986	22583298	rpl9
NM_001079967	chr1	22681847	22703060	n4bp2
NM_001327973	chr1	22703523	22708922	rhoh
NM_001256205	chr1	22868744	22882494	ncapg
NM_001201530	chr1	22815892	22867138	fam184b
NR_030122	chr1	23176138	23176226	mir218a-2
NM_152975	chr1	23385456	23387269	mab21l2
NM_001111173	chr1	23685564	23689704	zgc:171517
NM_001109710	chr1	23685564	23700844	qdprb2
NM_200059	chr1	23664691	23669419	rps3a
NM_200771	chr1	23866584	23867919	dctpp1
NM_001130587	chr1	24474430	24486222	tmem154
NM_001077384	chr1	24798547	24805304	sfrp2
NM_213440	chr1	24960130	24975772	plrg1
NM_001204131	chr1	25005977	25007207	lrata
NM_001201411	chr1	25028823	25030873	si:dkey-30k22.5
NM_213054	chr1	24978974	24988506	fgg
NM_131431	chr1	25157806	25160701	fabp2
NM_001278845	chr1	25046950	25059010	map9
NM_001251945	chr1	25110818	25150830	gucy1b3
NM_001309529	chr1	25092966	25108222	gucy1a3
NM_200854	chr1	25226747	25245819	myoz2b
NM_200808	chr1	25405559	25409518	ndufb6
NM_001305555	chr1	25411426	25416246	toporsa
NM_212988	chr1	25352433	25369084	pdcd4a
NM_001105703	chr1	25345400	25351851	gpank1
NM_001327761	chr1	25342409	25351846	gpank1
NM_001327760	chr1	25342409	25351870	gpank1
NM_001080563	chr1	25751271	25771715	g3bp2
NM_200155	chr1	25773478	25813924	uso1
NM_205662	chr1	25698040	25704560	ppa2
NM_001002161	chr1	25744883	25750296	ints12
NM_212603	chr1	25966641	25971141	anp32b
NM_001327757	chr1	25977149	25982675	trmo
NM_001037692	chr1	25977149	25982255	trmo
NM_001077787	chr1	27174589	27200307	dnajb14
NM_001007361	chr1	27283646	27325511	sgut1
NM_001003779	chr1	27338006	27353054	chst10
NM_001020726	chr1	27395988	27501553	psip1a
NM_131197	chr1	27820830	27826119	ednrba
NM_001114584	chr1	27920688	28028427	zgc:172295
NM_213047	chr1	28095617	28146534	pwp2h
NM_001037434	chr1	28071042	28085759	poglut1
NM_152950	chr1	28293074	28297086	cryaa
NM_001111232	chr1	28264830	28289729	cbsa
NM_001007317	chr1	28254435	28257453	gemin8
NM_200980	chr1	28337238	28360417	ankrd10a
NM_200315	chr1	28407608	28424449	irs2a
NM_001109872	chr1	28374214	28376003	zgc:173948
NM_001103123	chr1	28464102	28467537	lig4
NM_001281826	chr1	28947020	28955016	alg11
NM_001327983	chr1	28939514	28943771	spp2
NM_001020703	chr1	28955746	28959805	cpb2
NM_001128244	chr1	28860438	28939704	raph1b
NM_001161351	chr1	28947020	28955016	alg11
NM_212728	chr1	28994211	29020441	tm9sf2
NM_001001820	chr1	29054117	29056916	zic2b
NR_134974	chr1	29270769	29275470	im:7148405
NR_030522	chr1	29362021	29362134	mir740
NM_001126467	chr1	29539782	29562893	si:dkey-22o12.2
NM_001130812	chr1	29748387	29751042	gpr183b
NM_001089374	chr1	29639264	29653131	igf2bp2b
NM_001007450	chr1	29919529	29930432	bora
NM_001302806	chr1	29914314	29919360	si:dkey-15d12.2
NM_001013448	chr1	30215259	30260775	itga6b
NM_131297	chr1	30174004	30175752	dlx2b
NM_001017795	chr1	30308504	30326291	eef1a1b
NM_001163312	chr1	30799541	30801521	lbx1b
NM_001256665	chr1	30776170	30783544	cenpk
NM_001020494	chr1	30840676	30865849	slc2a15b
NM_001045377	chr1	30921634	30925286	dpcd
NM_182856	chr1	30905705	30910934	fgf8b
NM_001020631	chr1	30941810	30967387	wbp1lb
NM_001039839	chr1	30974108	30990300	as3mt
NM_131032	chr1	31131899	31135149	inab
NM_001079966	chr1	31076616	31124109	nt5c2b
NM_131358	chr1	31210448	31246971	anos1a
NM_001089482	chr1	31368515	31379356	pnpla4
NM_001020615	chr1	31609165	31653097	pudp
NM_001145576	chr1	32604894	32621210	gyg2
NM_001256719	chr1	32669205	32753366	dhrsx
NM_200909	chr1	32814963	32825275	creb1a
NM_212904	chr1	32825993	32836679	chmp2bb
NM_180965	chr1	32912639	32914542	cldng
NM_173272	chr1	32935689	32962227	arl13b
NM_001025302	chr1	32964601	32989912	nsun3
NR_030517	chr1	33390311	33390404	mir734
NM_001008733	chr1	33471356	33500224	arl6
NM_001034019	chr1	33563356	33564833	kctd12.2
NM_001003473	chr1	33952920	33961797	gpalpp1
NM_001002127	chr1	33962772	33974335	gtf2f2a
NM_001103133	chr1	33962772	33974335	gtf2f2a
NM_001111204	chr1	34030974	34074856	zgc:172122
NM_198140	chr1	33975363	33981134	tpt1
NM_001137659	chr1	34882639	34921691	frem3
NM_001080012	chr1	35058054	35103836	hhip
NM_001105112	chr1	35224407	35238232	mmaa
NM_131356	chr1	35166389	35183755	smad1
NM_001002077	chr1	35462701	35471977	lsm6
NM_212807	chr1	35704908	35706704	pou4f2
NM_001145596	chr1	35990094	36010341	tmem184c
NM_001099445	chr1	35933515	35970328	ednraa
NM_001130767	chr1	36014140	36040120	prmt9
NM_001145240	chr1	36683000	36685830	scpp1
NM_001328395	chr1	36593250	36664585	fam193a
NM_001020641	chr1	37423739	37447636	galnt7
NM_001037424	chr1	37450336	37452449	hmgb2a
NM_131626	chr1	37473968	37475834	hand2
NM_001040307	chr1	37626864	37642282	fbxo8
NM_001326541	chr1	37679515	37695954	hpgd
NM_001076736	chr1	37643169	37655621	cep44
NM_212948	chr1	38100011	38103859	spcs3
NM_001017753	chr1	38086656	38098363	asb5b
NM_001201544	chr1	38057989	38085191	wdr17
NR_030668	chr1	38655728	38655838	mir2197
NM_001076657	chr1	38669802	38773694	zgc:153720
NM_001017639	chr1	39095159	39141384	dctd
NM_207054	chr1	39147576	39152668	irf2a
NM_200369	chr1	39164468	39177702	tmem134
NM_001326712	chr1	39147576	39162187	irf2a
NM_214712	chr1	39277000	39291682	aip
NM_001039642	chr1	39305566	39310786	lgi2b
NM_001009898	chr1	39291800	39297678	cdk2ap2
NM_001002448	chr1	39263377	39265596	ing2
NM_001076574	chr1	39422424	39427172	zgc:152658
NM_001145632	chr1	39377049	39384763	cntf
NM_001130615	chr1	39430671	39432342	zgc:194443
NM_001002700	chr1	39519203	39540357	faah2a
NM_200023	chr1	39545622	39552483	zgc:56493
NM_001328567	chr1	39480868	39483055	si:ch211-113e8.5
NM_001077541	chr1	39854686	39890250	clgn
NM_203321	chr1	39895223	39923396	naa15b
NM_001077293	chr1	40031133	40032594	zgc:153642
NM_001003502	chr1	40038410	40055870	htra3a
NM_001045371	chr1	40206963	40208490	hmx4
NM_001113526	chr1	40210206	40211640	hmx1
NM_207639	chr1	40290131	40291430	adra2c
NM_201306	chr1	40428738	40438656	lrpap1
NM_001145593	chr1	40751407	40760888	si:ch211-89o9.4
NM_001080190	chr1	40908522	40915942	mogs
NM_001007352	chr1	41069680	41116602	rnf24
NM_200383	chr1	42985122	42990976	cisd2
NM_001002577	chr1	42951315	42983388	suclg1
NM_001017809	chr1	43012985	43026391	bdh2
NM_001145239	chr1	43216831	43219207	scpp7
NM_001145237	chr1	43224988	43232107	scpp6
NM_001145556	chr1	43200801	43204099	si:dkey-22i16.3
NM_001145623	chr1	43193360	43198258	si:dkey-22i16.2
NM_001145236	chr1	43208768	43214402	scpp5
NM_001145245	chr1	43268635	43271904	scpp9
NM_199812	chr1	43287548	43299847	zgc:66472
NM_001244778	chr1	43339046	43347648	si:ch73-109d9.2
NM_001145243	chr1	43257033	43262220	odam
NM_001201344	chr1	43440454	43455970	slc43a3a
NM_001030268	chr1	43425988	43440139	cabp2a
NM_001288816	chr1	43694744	43716853	unc93b1
NM_001100437	chr1	43738357	43745614	crybb1l2
NM_001005965	chr1	43720617	43733397	cryba1l2
NM_001002678	chr1	43689152	43693943	timm10
NM_001039640	chr1	43838989	43865130	zdhhc5a
NM_001003416	chr1	43881065	43890183	med19b
NM_203479	chr1	43789773	43792245	rtn4rl2a
NM_001002113	chr1	43869273	43880634	tmx2b
NM_001256200	chr1	44005750	44009632	si:dkey-28b4.7
NM_213139	chr1	44113060	44121764	ndufs8a
NM_001145608	chr1	44066353	44068751	si:dkey-9i23.4
NM_001081692	chr1	44137402	44168668	kdm2aa
NM_001145609	chr1	44079545	44082255	si:dkey-9i23.5
