#name	chrom	txStart	txEnd	name2
NM_001031860	chr4	1231882	1271759	Cadps
NM_001031859	chr4	1231882	1271759	Cadps
NM_001031858	chr4	1230836	1271759	Cadps
NM_001014705	chr4	1185767	1192694	CG33521
NM_001014703	chr4	1185767	1192537	CG33521
NM_001014702	chr4	1186114	1192985	CG33521
NM_001258511	chr4	1231882	1271759	Cadps
NM_001258510	chr4	1231882	1271759	Cadps
NM_001258508	chr4	1198857	1224467	Mitf
NM_001258507	chr4	1219039	1223450	Mitf
NM_001258506	chr4	1185767	1192537	CG33521
NM_001169307	chrX	16752188	16781074	if
NM_001169306	chrX	16752188	16782545	if
NM_167544	chrX	16752188	16783434	if
NM_132245	chrX	8385780	8389504	CG1387
NM_078654	chrX	16752188	16783434	if
NM_001042796	chrX	5085758	5254864	rg
NM_001144687	chrX	5085758	5254864	rg
NM_001144686	chrX	5085758	5254864	rg
NM_001144685	chrX	5085758	5250952	rg
NM_001272380	chrX	7337351	7342731	CBP
NM_001272308	chrX	4132886	4206093	Fas2
NM_001272306	chrX	4134382	4206093	Fas2
NM_001272245	chrX	2094233	2115701	csw
NM_206638	chrX	7337705	7342731	CBP
NM_167124	chrX	7281088	7405797	CG1677
NM_167028	chrX	5165309	5254864	rg
NM_167005	chrX	4140174	4206093	Fas2
NM_167004	chrX	4139052	4206093	Fas2
NM_132081	chrX	6291302	6293153	mldr
NM_131978	chrX	5165309	5254864	CG15465
NM_080327	chrX	4134382	4206093	Fas2
NM_078515	chrX	7337351	7342731	CBP
NM_057782	chrX	2094233	2113664	csw
NM_057511	chrX	3134869	3172221	N
NM_001297950	chrX	5085758	5254864	rg
NM_001297949	chrX	5085758	5254864	rg
NM_001297948	chrX	5085758	5254864	CG15465
NM_001297926	chrX	4135869	4206093	Fas2
NM_001297925	chrX	4134382	4206093	Fas2
NM_001258620	chrX	6291302	6294177	mldr
NM_001258581	chrX	3134869	3171682	N
NR_123820	chrX	7167731	7405797	CR44357
NR_123819	chrX	7166450	7405797	CR44357
NR_123818	chrX	7166450	7405797	CR44357
NR_123770	chrX	1047241	1088866	CR44779
NR_123769	chrX	1047241	1088866	CR44779
NR_123768	chrX	1047241	1088866	CR44779
NM_001103454	chrX	9359849	9500129	mgl
NM_001169275	chrX	13624744	13663657	NFAT
NM_001169253	chrX	11493134	11555045	Drak
NM_001169252	chrX	11493134	11555045	Drak
NM_001144720	chrX	12571210	12583193	CG11138
NM_001272597	chrX	13624744	13663657	NFAT
NM_001272557	chrX	12569168	12583193	CG11138
NM_001272483	chrX	10482027	10487205	CG32687
NM_206688	chrX	11493818	11555045	Drak
NM_167233	chrX	10482027	10486632	CG32687
NM_132831	chrX	15712627	15731488	CG8184
NM_132739	chrX	14679567	14681418	CG5321
NM_132581	chrX	12569750	12583193	CG11138
NM_132335	chrX	9359849	9496189	mgl
NM_078592	chrX	13624744	13663657	NFAT
NM_001298364	chrX	15712627	15731488	CG8184
NM_001298363	chrX	15712627	15731935	CG8184
NM_001298362	chrX	15712627	15731935	CG8184
NM_001298361	chrX	15712627	15731935	CG8184
NM_001298360	chrX	15713640	15731488	CG8184
NM_001298359	chrX	15712627	15731935	CG8184
NM_001298315	chrX	14679567	14680931	CG5321
NM_001298125	chrX	9359849	9495899	mgl
NM_001298124	chrX	9358495	9500129	mgl
NM_001272733	chrX	17820763	17827564	Socs16D
NM_001015257	chrX	23068300	23080765	CG17167
NM_001015256	chrX	23068300	23080765	CG17167
NM_144236	chrX	18863949	18880636	CG34401
NM_133108	chrX	18863949	18884075	CG34401
NM_078666	chrX	17820774	17827520	Socs16D
NM_001298544	chrX	19914481	19934294	CG45492
NM_001298538	chrX	19914481	19938994	CG45486
NM_001300716	chrX	23068300	23081144	CG17167
NM_001103386	chrX	127452	140340	RhoGAP1A
NM_001103385	chrX	127452	140340	RhoGAP1A
NM_001169155	chrX	131034	139046	RhoGAP1A
NM_001144668	chrX	316575	428251	CG32816
NM_001144667	chrX	316575	470726	CG32816
NM_001272180	chrX	808216	927975	CG43867
NM_001272173	chrX	784745	788215	tw
NM_001272160	chrX	258334	263999	CG13377
NM_130497	chrX	648482	656033	Hmt4-20
NM_130502	chrX	784745	788046	tw
NM_130479	chrX	258334	263995	CG13377
NM_080136	chrX	509434	528028	arg
NM_001297797	chrX	131034	139046	RhoGAP1A
NM_001297796	chrX	127448	140340	RhoGAP1A
NM_001297795	chrX	127448	140340	RhoGAP1A
NR_123759	chrX	391834	393227	CR44753
NR_073627	chrX	258464	267253	CR43906
NM_001038734	chrX	1941939	2005462	Hr4
NM_001103394	chrX	1413800	1451367	futsch
NM_001169161	chrX	1411725	1453686	futsch
NM_001201599	chrX	1825062	1852933	prage
NM_001201595	chrX	1523553	1618155	Mur2B
NM_001272234	chrX	1941939	2007956	Hr4
NM_001272233	chrX	1941939	2005462	Hr4
NM_001272232	chrX	1941939	2005462	Hr4
NM_001272231	chrX	1941939	2005462	Hr4
NM_001272230	chrX	1941939	2005462	Hr4
NM_001272227	chrX	1941939	2005462	Hr4
NM_166876	chrX	1289716	1322362	DAAM
NM_130589	chrX	1831302	1852933	prage
NM_130571	chrX	1552278	1618155	Mur2B
NM_001297860	chrX	1552278	1668788	Mur2B
NM_001297842	chrX	1289716	1322362	DAAM
NM_001258552	chrX	1824942	1852933	prage
NM_001258551	chrX	1824161	1852933	prage
NM_001258550	chrX	1827346	1852933	prage
NM_001258549	chrX	1773718	1852933	prage
NM_001258532	chrX	1409068	1451367	futsch
NM_001103399	chrX	2470459	2545410	trol
NM_001169177	chrX	2470459	2545410	trol
NM_001272268	chrX	2882225	2883661	CG14418
NM_001272267	chrX	2989050	3132791	kirre
NM_001272254	chrX	2225295	2238045	pcx
NM_001272253	chrX	2225295	2238045	pcx
NM_001031867	chrX	2470459	2545410	trol
NM_001031866	chrX	2470459	2545410	trol
NM_001031865	chrX	2479616	2545410	trol
NM_001031864	chrX	2470459	2545410	trol
NM_001031863	chrX	2470459	2505550	trol
NM_001031862	chrX	2470459	2545410	trol
NM_130677	chrX	2882225	2883661	CG14418
NM_130656	chrX	2619798	2622140	Seipin
NM_080320	chrX	2740804	3132791	kirre
NM_080306	chrX	2225295	2237961	pcx
NM_001297896	chrX	2470459	2545410	trol
NM_001297895	chrX	2476258	2545410	trol
NM_001297894	chrX	2470459	2545410	trol
NM_001297893	chrX	2470459	2545410	trol
NM_001297892	chrX	2345265	2366356	CG2841
NM_001258579	chrX	2740804	3134532	kirre
NM_001258578	chrX	2740383	3132791	kirre
NM_001258571	chrX	2470459	2545410	trol
NM_001258570	chrX	2470459	2545410	trol
NM_001258569	chrX	2470459	2545410	trol
NM_001258568	chrX	2470459	2545410	trol
NM_001258567	chrX	2470459	2545410	trol
NM_001258566	chrX	2470459	2517647	trol
NM_001258565	chrX	2470459	2545410	trol
NM_001258564	chrX	2470459	2545410	trol
NM_001258563	chrX	2470459	2545410	trol
NM_001258562	chrX	2470459	2545410	trol
NM_001258559	chrX	2344948	2366356	CG2841
NM_001272297	chrX	3932155	3936469	CG2938
NM_001272288	chrX	3511336	3571649	DIP-alpha
NM_001272277	chrX	3392485	3440146	CG12535
NM_001272276	chrX	3392485	3448943	CG12535
NM_001272274	chrX	3176439	3343767	dnc
NM_001272272	chrX	3256067	3343767	dnc
NM_166972	chrX	3392485	3448943	CG12535
NM_166968	chrX	3256067	3343767	dnc
NM_166965	chrX	3256067	3339327	dnc
NM_166964	chrX	3256067	3339327	dnc
NM_166963	chrX	3176439	3343767	dnc
NM_166962	chrX	3256067	3339327	dnc
NM_166961	chrX	3256067	3339327	dnc
NM_166960	chrX	3176439	3339327	dnc
NM_166959	chrX	3176439	3343767	dnc
NM_130729	chrX	3932155	3936227	CG2938
NM_130718	chrX	3799149	3801570	HIP
NM_130699	chrX	3392396	3445094	CG12535
NM_057973	chrX	3668836	3671502	Parg
NM_001297918	chrX	3931999	3936227	CG2938
NM_001297909	chrX	3387943	3448943	CG12535
NM_001258582	chrX	3668900	3671488	Parg
NR_123782	chrX	3373158	3522787	CR44999
NR_133510	chrX	4062858	4064506	CR46247
NR_133509	chrX	4062858	4064506	CR46247
NM_001169197	chrX	4840832	4906260	CG42594
NM_001169196	chrX	4840832	4906260	CG42594
NM_001169192	chrX	4427134	4484452	bi
NM_001169191	chrX	4413461	4484452	bi
NM_001169190	chrX	4322625	4365408	norpA
NM_001272309	chrX	4413461	4484452	bi
NM_001014724	chrX	4707915	4728744	Proc-R
NM_001014723	chrX	4707915	4728744	Proc-R
NM_001014720	chrX	4322625	4365408	norpA
NM_167020	chrX	4707915	4728744	Proc-R
NM_167008	chrX	4322625	4364879	norpA
NM_131955	chrX	4707915	4729487	Proc-R
NM_080331	chrX	4412855	4484452	bi
NM_001297940	chrX	4840832	4906575	CG42594
NM_001297939	chrX	4708747	4728744	Proc-R
NM_001297932	chrX	4413461	4485647	bi
NM_001297931	chrX	4323608	4365408	norpA
NM_001258599	chrX	4427134	4485647	bi
NM_001258598	chrX	4427134	4485647	bi
NR_123794	chrX	4956645	5063868	CR44833
NR_123790	chrX	4387675	4611385	CR32773
NM_001103419	chrX	6106177	6192483	Ca-alpha1T
NM_001103415	chrX	5358271	5401123	SK
NM_001169205	chrX	5628220	5648487	CG42492
NM_001272338	chrX	6104084	6192483	Ca-alpha1T
NM_001272328	chrX	5628220	5648487	CG42492
NM_001272327	chrX	5628220	5648487	CG42492
NM_001272326	chrX	5625675	5648487	CG42492
NM_001272325	chrX	5626316	5648487	CG42492
NM_001272324	chrX	5340235	5405138	SK
NM_001272323	chrX	5340235	5404204	SK
NM_001272322	chrX	5340235	5401123	SK
NM_206631	chrX	5340235	5405138	SK
NM_167032	chrX	5365224	5401123	SK
NM_167031	chrX	5340235	5397118	SK
NM_167030	chrX	5365224	5401123	SK
NM_167029	chrX	5340235	5401123	SK
NM_132068	chrX	6106177	6192483	Ca-alpha1T
NM_132035	chrX	5764552	5789576	CG42699
NM_132031	chrX	5765854	5770780	CG3097
NM_132009	chrX	5627668	5637594	CG42492
NM_080339	chrX	5365224	5401123	SK
NM_001297960	chrX	5340235	5401123	SK
NM_001297959	chrX	5365224	5401123	SK
NM_001297958	chrX	5340235	5404204	SK
NM_001297957	chrX	5365224	5401123	SK
NM_001258616	chrX	6106177	6192483	Ca-alpha1T
NM_001258615	chrX	6106177	6192483	Ca-alpha1T
NR_123807	chrX	5882479	5899989	CR45668
NM_001103429	chrX	7137722	7241932	CG9650
NM_001103426	chrX	6540770	6585638	CG34417
NM_001103425	chrX	6540770	6589173	CG34417
NM_001103423	chrX	6540770	6589173	CG34417
NM_001103422	chrX	6540770	6554814	CG34417
NM_001169217	chrX	7076709	7092883	Sxl
NM_001169215	chrX	7076709	7098053	Sxl
NM_001169209	chrX	6540770	6589173	CG34417
NM_001169208	chrX	6540770	6589173	CG34417
NM_001201619	chrX	6546118	6589173	CG34417
NM_001201620	chrX	6540770	6585638	CG34417
NM_001272375	chrX	7076709	7098053	Sxl
NM_001272374	chrX	7075664	7098053	Sxl
NM_001272355	chrX	6540770	6589173	CG34417
NM_001272354	chrX	6540770	6589173	CG34417
NM_001272353	chrX	6540770	6589173	CG34417
NM_001272352	chrX	6540770	6589173	CG34417
NM_001272351	chrX	6540770	6589173	CG34417
NM_001272349	chrX	6546118	6589173	CG34417
NM_001272350	chrX	6540770	6589173	CG34417
NM_001272348	chrX	6546118	6589173	CG34417
NM_001272347	chrX	6546118	6589173	CG34417
NM_001031893	chrX	7076709	7098053	Sxl
NM_001031891	chrX	7074549	7092883	Sxl
NM_001031883	chrX	6683840	6687014	Pink1
NM_001031882	chrX	6683840	6687014	Pink1
NM_001031881	chrX	6683840	6687014	Pink1
NM_001031880	chrX	6683840	6687302	Pink1
NM_001031879	chrX	6683840	6687014	Pink1
NM_001031878	chrX	6683797	6687014	Pink1
NM_167121	chrX	7196028	7241932	CG9650
NM_167114	chrX	7075664	7098053	Sxl
NM_167111	chrX	7077870	7098053	Sxl
NM_167083	chrX	6683840	6687014	Pink1
NM_132157	chrX	7137722	7241538	CG9650
NM_132141	chrX	6908276	6966944	CG14431
NM_132125	chrX	6813977	6818156	iav
NM_132112	chrX	6683840	6687014	Pink1
NM_001298044	chrX	6908276	6968829	CG14431
NM_001298023	chrX	6684354	6687016	Pink1
NM_001298019	chrX	6546118	6589173	CG34417
NM_001298018	chrX	6546118	6589173	CG34417
NM_001298017	chrX	6546118	6585638	CG34417
NM_132239	chrX	8252669	8272462	CG1632
NM_132214	chrX	8121279	8135713	cyr
NM_132176	chrX	7731778	7734438	Pdp
NM_001298076	chrX	8121279	8129285	cyr
NM_001298075	chrX	8121279	8129285	cyr
NM_001258648	chrX	8252669	8272462	CG1632
NM_001258638	chrX	7731778	7734651	Pdp
NM_001103447	chrX	8907067	9024936	rdgA
NM_001103446	chrX	8912367	9025808	rdgA
NM_001042799	chrX	8907067	9025808	rdgA
NM_001169241	chrX	9039674	9053319	Nost
NM_001169240	chrX	9042643	9053319	Nost
NM_001169235	chrX	8517487	8551207	Nrg
NM_001169234	chrX	8517372	8555170	Nrg
NM_001169233	chrX	8517740	8551207	Nrg
NM_001201638	chrX	9042643	9054575	Nost
NM_001201637	chrX	9030204	9053319	Nost
NM_001201635	chrX	8907067	9025808	rdgA
NM_001272449	chrX	9164162	9175190	mei-P26
NM_001272448	chrX	9163254	9189309	mei-P26
NM_001272447	chrX	9165962	9189309	mei-P26
NM_001272429	chrX	8756538	8785353	Lim1
NM_001272408	chrX	8517372	8553332	Nrg
NM_001272407	chrX	8517508	8550375	Nrg
NM_206657	chrX	8517372	8551207	Nrg
NM_167160	chrX	8517429	8552119	Nrg
NM_132287	chrX	9030204	9053319	Nost
NM_132277	chrX	8757259	8805804	Lim1
NM_078535	chrX	8517429	8551207	Nrg
NM_001298100	chrX	9030204	9054575	Nost
NM_001258652	chrX	8517487	8551207	Nrg
NR_073643	chrX	8977335	9048991	CR43836
NR_073642	chrX	8972907	9048991	CR43836
NR_073641	chrX	8972907	9048991	CR43836
