#name	chrom	txStart	txEnd	name2
NM_059274	chrI	5764110	5768190	dhhc-11
NM_059179	chrI	5373408	5379756	pqn-44
NM_059180	chrI	5373408	5377365	pqn-44
NM_001025821	chrI	5499310	5505082	C09D4.1
NM_001025820	chrI	5497916	5505082	C09D4.1
NM_001025783	chrI	6028499	6033364	vps-34
NM_059603	chrI	7075942	7079438	kin-14
NM_059636	chrI	7208288	7209686	C01H6.3
NM_059552	chrI	6814529	6834402	teg-4
NM_059449	chrI	6422105	6425553	ncbp-1
NM_001047218	chrI	6946348	6950121	T10B11.7
NM_001047217	chrI	6946348	6950458	T10B11.7
NM_059846	chrI	8256359	8258939	sre-23
NM_059827	chrI	8125806	8129857	mau-2
NM_059749	chrI	7731189	7737036	F27D4.6
NM_001128990	chrI	7731189	7737923	F27D4.6
NM_171842	chrI	8905865	8916804	T08G11.1
NM_182005	chrI	8649764	8651589	sig-7
NM_170907	chrI	8905865	8916804	T08G11.1
NM_059975	chrI	8780264	8785386	mfb-1
NM_059942	chrI	8646450	8651589	sig-7
NM_059907	chrI	8517533	8526621	K02B12.5
NM_060079	chrI	9305850	9306819	nmat-2
NM_060058	chrI	9174510	9177116	pyk-1
NM_060057	chrI	9168462	9177116	pyk-1
NM_060030	chrI	9043419	9046571	C31H5.6
NM_001264085	chrI	9170253	9177116	pyk-1
NM_001136285	chrI	9043419	9045353	C31H5.6
NM_001026241	chrI	9168462	9177116	pyk-1
NM_001026240	chrI	9174289	9177116	pyk-1
NM_170918	chrI	10086533	10094423	scpl-1
NM_170917	chrI	10086533	10101928	scpl-1
NM_060292	chrI	10222972	10226972	ced-12
NM_060233	chrI	9960498	9961971	tag-179
NM_060135	chrI	9565491	9572554	rig-5
NM_060134	chrI	9565491	9574377	rig-5
NM_060179	chrI	9697593	9699555	C04F12.8
NM_001306347	chrI	10222972	10226993	ced-12
NM_001264203	chrI	9565491	9573934	rig-5
NM_001264202	chrI	9565491	9574377	rig-5
NM_001264200	chrI	9565491	9574377	rig-5
NM_001128955	chrI	9565491	9574377	rig-5
NM_060494	chrI	11271707	11272346	F36D1.4
NM_060374	chrI	10608492	10621313	lam-3
NM_001264705	chrI	11400995	11416420	ego-2
NM_001083154	chrI	11401032	11416420	ego-2
NM_001083153	chrI	11400995	11416420	ego-2
NR_050583	chrI	11788373	11948706	F15D3.10
NM_060758	chrI	12450009	12451997	C54C8.4
NM_060714	chrI	12319349	12320854	C47F8.6
NM_001264832	chrI	11925274	11929507	wve-1
NM_001129028	chrI	12189601	12190202	R05D7.7
NM_001026348	chrI	12047884	12059782	ksr-2
NM_001026347	chrI	12047884	12059782	ksr-2
NM_060845	chrI	12844627	12852932	mxt-1
NM_060822	chrI	12712255	12714701	T06G6.4
NM_001276636	chrI	13107163	13107426	pals-10
NM_001047255	chrI	13237053	13238302	ZK1053.7
NM_001025881	chrI	12975205	12978500	gale-1
NM_001025880	chrI	12975205	12978500	gale-1
NM_061094	chrI	14286000	14287077	fbxb-68
NM_061069	chrI	14155496	14156260	fipr-22
NM_061027	chrI	13893132	13894249	Y71A12B.3
NM_061026	chrI	13893132	13894249	Y71A12B.2
NM_061008	chrI	13756736	13771773	Y6B3B.4
NM_170967	chrI	14940344	14951069	kin-1
NM_170966	chrI	14940344	14951567	kin-1
NM_170965	chrI	14936989	14951069	kin-1
NM_170964	chrI	14936989	14951567	kin-1
NM_170963	chrI	14934832	14951069	kin-1
NM_170962	chrI	14934832	14951567	kin-1
NM_170961	chrI	14922976	14951069	kin-1
NM_170959	chrI	14919534	14951069	kin-1
NM_170960	chrI	14922976	14951567	kin-1
NM_170958	chrI	14919534	14951567	kin-1
NM_061205	chrI	14933903	14951069	kin-1
NM_061204	chrI	14933903	14951567	kin-1
NM_061182	chrI	14807479	14812446	smp-1
NM_061181	chrI	14807479	14815330	smp-1
NR_049899	chrI	110550	110771	F53G12.16
NR_049898	chrI	32414	32435	21ur-13439
NR_049902	chrI	115655	115676	21ur-13877
NR_049901	chrI	111286	111436	F53G12.17
NR_049900	chrI	110575	110724	F53G12.15
NR_002606	chrI	111291	111425	F53G12.12
NR_001477	chrI	3746	3909	Y74C9A.6
NM_182095	chrI	86840	90607	Y48G1C.10
NM_058279	chrI	118108	120870	spe-8
NM_058278	chrI	115738	117401	col-45
NM_058275	chrI	111054	112227	rpl-7
NM_058274	chrI	109264	110044	rab-11.1
NM_058267	chrI	55336	63972	Y48G1C.5
NM_058265	chrI	49920	54360	pgs-1
NM_058263	chrI	28279	32482	sesn-1
NM_058262	chrI	17910	26778	rcor-1
NM_058261	chrI	17910	26778	rcor-1
NM_058259	chrI	11640	16585	nlp-40
NM_058277	chrI	113806	114681	F53G12.8
NM_058271	chrI	93091	94714	Y48G1C.1
NM_058270	chrI	91408	92648	Y48G1C.9
NM_058269	chrI	85051	86284	Y48G1C.6
NM_058264	chrI	43732	44677	Y74C9A.1
NM_058260	chrI	4220	10148	homt-1
NM_001306335	chrI	116461	117401	col-45
NM_001306279	chrI	17910	21127	rcor-1
NM_001306278	chrI	17910	26643	rcor-1
NM_001306277	chrI	15102	16585	nlp-40
NM_001306235	chrI	52369	54360	pgs-1
NM_001306234	chrI	79354	80344	csk-1
NM_001306233	chrI	71424	80344	csk-1
NM_001306336	chrI	112364	113661	F53G12.9
NM_001306239	chrI	96825	108161	Y48G1C.8
NM_001306238	chrI	96825	108161	Y48G1C.8
NM_001306237	chrI	89479	90607	Y48G1C.10
NM_001306236	chrI	81233	90607	Y48G1C.10
NM_001261860	chrI	94863	95312	Y48G1C.13
NM_001083133	chrI	113313	113661	F53G12.9
NM_001026607	chrI	72648	80344	csk-1
NM_001026606	chrI	47471	49416	Y48G1C.12
NR_049903	chrI	178231	178291	F56C11.7
NM_182061	chrI	171339	175932	F56C11.6
NM_058305	chrI	252118	254129	snpc-3.2
NM_058294	chrI	216027	216923	snpc-3.3
NM_058289	chrI	182138	182771	F56C11.3
NM_058287	chrI	173421	175932	F56C11.6
NM_058286	chrI	160403	166816	ptr-11
NM_058285	chrI	146622	154819	bli-3
NM_058283	chrI	137844	144565	duox-2
NM_058307	chrI	254708	259155	Y48G1BR.1
NM_058282	chrI	134353	137282	F53G12.4
NM_058302	chrI	238615	239021	Y48G1BM.7
NM_058301	chrI	231691	238252	Y48G1BM.6
NM_058288	chrI	180393	181966	F56C11.5
NM_001313539	chrI	218059	218955	Y48G1BL.8
NM_001306334	chrI	132261	133582	mex-3
NM_001306286	chrI	192694	207952	atm-1
NM_001306285	chrI	183375	207952	atm-1
NM_001306284	chrI	160403	164957	ptr-11
NM_001129013	chrI	178566	181966	F56C11.5
NM_001026605	chrI	209319	211667	Y48G1BL.7
NR_131341	chrI	173421	175932	F56C11.6
NR_049905	chrI	272606	272627	21ur-13405
NR_049904	chrI	272602	272623	21ur-15400
NM_182074	chrI	302670	305080	C53D5.1
NM_170793	chrI	323859	330728	Y48G1A.4
NM_058327	chrI	382832	388434	taf-4
NM_058326	chrI	379243	381901	pqn-59
NM_058323	chrI	364518	367940	rnp-8
NM_058318	chrI	332612	337720	daf-25
NM_058315	chrI	318824	323352	xpo-2
NM_058314	chrI	311400	314978	imb-3
NM_058310	chrI	286370	289074	ztf-3
NM_058309	chrI	283499	285934	marc-4
NM_058312	chrI	295366	305080	C53D5.1
NM_058325	chrI	373687	379069	R119.3
NM_058324	chrI	368774	373445	R119.2
NM_058321	chrI	348534	357077	Y48G1A.1
NM_058320	chrI	347574	348149	Y48G1A.2
NM_058313	chrI	305899	310787	C53D5.5
NM_058311	chrI	291247	305080	C53D5.1
NM_058308	chrI	280119	280445	C53D5.3
NM_001306332	chrI	318824	320021	xpo-2
NM_001306303	chrI	366849	367940	rnp-8
NM_001306291	chrI	286351	287895	ztf-3
NM_001306290	chrI	286370	287895	ztf-3
NM_001306289	chrI	286370	289035	ztf-3
NM_001306288	chrI	286351	289035	ztf-3
NM_001306287	chrI	286351	289074	ztf-3
NM_001306292	chrI	305899	309649	C53D5.5
NM_001261901	chrI	301208	305080	C53D5.1
NM_001129071	chrI	343540	347113	mbtr-1
NM_001129070	chrI	343540	348364	mbtr-1
NR_101513	chrI	263501	263618	T13E5.1
NR_049908	chrI	514363	514492	Y65B4BL.9
NR_049907	chrI	512016	512166	Y65B4BL.10
NM_058343	chrI	511477	516394	acs-13
NM_058337	chrI	488615	489771	W04C9.2
NM_058335	chrI	477702	481898	cutl-13
NM_058329	chrI	398948	412510	otub-2
NM_058339	chrI	496229	502030	Y65B4BL.3
NM_058342	chrI	508971	510837	Y65B4BL.7
NM_058341	chrI	506476	508876	deps-1
NM_058340	chrI	503061	506212	Y65B4BL.4
NM_058336	chrI	484125	487990	W04C9.6
NM_058334	chrI	462656	467131	W04C9.5
NM_058333	chrI	461999	462560	W04C9.4
NM_058331	chrI	420933	423651	C07F11.2
NM_058330	chrI	412910	418660	Y50C1A.2
NM_001306333	chrI	402294	412510	otub-2
NM_001306267	chrI	511477	519646	acs-13
NM_001306266	chrI	511477	515151	acs-13
NM_001306255	chrI	491242	496067	haf-4
NM_001306268	chrI	508971	509861	Y65B4BL.7
NM_001306265	chrI	496229	500068	Y65B4BL.3
NM_001306264	chrI	506662	508876	deps-1
NM_001306256	chrI	482039	483880	W04C9.9
NM_001129077	chrI	520276	520405	Y65B4BL.6
NM_001129076	chrI	520276	521349	Y65B4BL.6
NM_001026495	chrI	490050	496067	haf-4
NM_001025812	chrI	444017	461210	tol-1
NR_131342	chrI	471134	473890	W04C9.8
NM_001026333	chrI	582304	583618	F56A6.5
NR_049913	chrI	553657	553785	Y65B4BR.11
NR_049912	chrI	536803	536931	Y65B4BR.10
NR_049911	chrI	530394	530683	Y65B4BL.12
NR_049910	chrI	530214	530326	Y65B4BL.11
NR_049909	chrI	526047	526139	Y65B4BL.8
NM_182075	chrI	572436	575066	grl-16
NM_182059	chrI	618206	621172	sago-2
NM_182046	chrI	535807	536493	icd-2
NM_171831	chrI	537137	541631	wwp-1
NM_170794	chrI	537137	541631	wwp-1
NM_058361	chrI	636935	637807	vps-20
NM_058357	chrI	618206	621311	sago-2
NM_058356	chrI	614722	629444	eme-1
NM_058353	chrI	572436	575066	grl-16
NM_058351	chrI	557505	561563	lpr-1
NM_058350	chrI	550707	556061	ptr-21
NM_058348	chrI	535807	536493	icd-2
NM_058347	chrI	534457	535194	psf-3
NM_058363	chrI	645638	647225	Y65B4A.7
NM_058362	chrI	645452	653745	Y65B4A.2
NM_058360	chrI	631093	636334	Y65B4A.6
NM_058358	chrI	621707	622187	Y65B4A.4
NM_058352	chrI	562762	565110	Y65B4BR.1
NM_001306346	chrI	572436	575066	grl-16
NM_001306345	chrI	535807	536493	icd-2
NM_001306344	chrI	535807	536493	icd-2
NM_001306343	chrI	539509	541631	wwp-1
NM_001306342	chrI	539509	541631	wwp-1
NM_001306341	chrI	557505	560802	lpr-1
NM_001306340	chrI	557505	560802	lpr-1
NM_001306339	chrI	557505	561563	lpr-1
NM_001306338	chrI	558465	561563	lpr-1
NM_001306337	chrI	558465	561563	lpr-1
NM_001306282	chrI	614722	625548	eme-1
NM_001306281	chrI	614722	627281	eme-1
NM_001306280	chrI	614722	616078	eme-1
NM_001306348	chrI	531947	532852	Y65B4BL.1
NM_001306319	chrI	645638	645972	Y65B4A.7
NM_001306318	chrI	631093	634538	Y65B4A.6
NM_001306317	chrI	642917	653745	Y65B4A.2
NM_001306316	chrI	638208	653745	Y65B4A.2
NM_001306283	chrI	585118	585376	F56A6.8
NM_001261951	chrI	585859	607571	hum-7
NM_001261950	chrI	585859	607571	hum-7
NM_001261937	chrI	530987	531885	Y65B4BL.1
NM_001026626	chrI	565439	566391	ceh-9
NR_131343	chrI	530987	532852	Y65B4BL.1
NR_101517	chrI	630925	631035	Y65B4A.11
NR_101516	chrI	630005	630218	Y65B4A.10
NR_101515	chrI	539085	539242	Y65B4BR.12
NR_101514	chrI	532967	533039	Y65B4BM.2
NM_001026441	chrI	763674	768812	T06A4.3
NM_001026440	chrI	763674	770625	T06A4.3
NM_001026562	chrI	667614	674413	Y18H1A.14
NR_049920	chrI	779156	779241	T06A4.6
NR_049919	chrI	774438	774584	T06A4.4
NR_049918	chrI	774364	774585	T06A4.5
NR_049917	chrI	757535	757618	Y18H1A.16
NR_049916	chrI	742119	742286	Y18H1A.17
NM_182093	chrI	680429	683427	Y18H1A.11
NM_182009	chrI	770966	776301	T06A4.1
NM_058377	chrI	760948	761836	mps-3
NM_058373	chrI	720077	730937	pif-1
NM_058371	chrI	700633	715850	hgap-1
NM_058367	chrI	683938	686575	hasp-2
NM_058379	chrI	770966	776301	T06A4.1
NM_058376	chrI	758755	760429	Y18H1A.8
NM_058375	chrI	748483	756925	Y18H1A.9
NM_058372	chrI	718124	719684	rec-1
NM_058369	chrI	692182	694630	Y18H1A.4
NM_058370	chrI	695064	698274	Y18H1A.2
NM_058368	chrI	688285	691256	Y18H1A.1
NM_058365	chrI	660004	663549	Y65B4A.8
NM_001306253	chrI	746872	748269	col-47
NM_001306252	chrI	745887	748269	col-47
NM_001306246	chrI	730391	730937	pif-1
NM_001306245	chrI	720492	730937	pif-1
NM_001306244	chrI	722315	730937	pif-1
NM_001306243	chrI	700633	715850	hgap-1
NM_001306242	chrI	700633	710241	hgap-1
NM_001306241	chrI	700633	706535	hgap-1
NM_001306240	chrI	700633	703817	hgap-1
NM_001306321	chrI	665265	666806	Y65B4A.9
NM_001306320	chrI	664440	666806	Y65B4A.9
NM_001306254	chrI	740932	741860	Y18H1A.18
NM_001306251	chrI	681354	683257	Y18H1A.11
NM_001306250	chrI	681354	683427	Y18H1A.11
NM_001306249	chrI	680429	683257	Y18H1A.11
NM_001306248	chrI	759714	760429	Y18H1A.8
NM_001306247	chrI	718124	718317	rec-1
NM_001047236	chrI	742003	745454	col-46
NM_001026563	chrI	731067	736550	Y18H1A.15
NR_072346	chrI	754678	754763	C53C7.6
NR_049932	chrI	916167	916317	Y95B8A.16
NR_049931	chrI	846170	846491	Y95B8A.17
NR_049930	chrI	834415	834465	ZC123.6
NR_049929	chrI	816035	816306	ZC123.9
NR_049928	chrI	815975	816026	ZC123.5
NR_049927	chrI	812294	812442	ZC123.7
NR_049926	chrI	809293	809476	ZC123.11
NR_049925	chrI	806509	806659	ZC123.10
NR_049924	chrI	806418	806659	ZC123.8
NR_049923	chrI	801554	801698	Y73A3A.2
NR_049922	chrI	796996	797295	Y73A3A.1
NR_049921	chrI	788096	788219	T06A4.7
NM_182019	chrI	888151	889790	Y95B8A.6
NM_182008	chrI	842446	846745	ZC123.4
NM_058389	chrI	897289	905853	gpa-16
NM_058388	chrI	889931	895099	him-19
NM_058386	chrI	873480	882713	pde-6
NM_058390	chrI	907492	911133	Y95B8A.4
NM_058387	chrI	886606	889790	Y95B8A.6
NM_058384	chrI	853458	871818	Y95B8A.8
NM_058382	chrI	841835	846745	ZC123.4
NM_058381	chrI	838101	841656	ZC123.1
NM_001306309	chrI	829860	834668	zfh-2
NM_001306308	chrI	827707	834668	zfh-2
NM_001306307	chrI	823159	834668	zfh-2
NM_001306306	chrI	819376	834668	zfh-2
NM_001306305	chrI	812706	834668	zfh-2
NM_001306304	chrI	803401	834668	zfh-2
NM_001306263	chrI	889931	891627	him-19
NM_001306262	chrI	889931	895099	him-19
NM_001306261	chrI	873480	877797	pde-6
NM_001306258	chrI	904616	905853	gpa-16
NM_001306257	chrI	903484	905853	gpa-16
NM_001306260	chrI	883095	888066	Y95B8A.6
NM_001306259	chrI	883095	889790	Y95B8A.6
NM_001129083	chrI	875469	882713	pde-6
NM_001026671	chrI	841835	844299	ZC123.4
NR_101518	chrI	906338	906481	Y95B8A.18
NR_049939	chrI	996276	996576	C54G6.7
NR_049938	chrI	996206	996655	C54G6.6
NR_049937	chrI	979124	979274	F54A5.5
NR_049936	chrI	979124	979274	F54A5.4
NR_049935	chrI	946026	946117	Y95B8A.13
NR_049934	chrI	942546	942652	Y95B8A.14
NR_049933	chrI	942546	942651	Y95B8A.15
NM_170795	chrI	1016409	1017131	spp-17
NM_058399	chrI	969679	971893	shc-1
NM_058398	chrI	969679	973052	shc-1
NM_058397	chrI	963712	969332	cutl-20
NM_058407	chrI	1019914	1029908	mrpl-38
NM_058406	chrI	1011512	1014307	madf-6
NM_058405	chrI	1011512	1014307	madf-6
NM_058394	chrI	942256	947543	nas-30
NM_058402	chrI	989682	991792	hmbx-1
NM_058410	chrI	1041483	1048186	Y34D9A.7
NM_058408	chrI	1030828	1033435	spd-1
NM_058395	chrI	948670	957319	mig-1
NM_058404	chrI	1006101	1010765	C54G6.2
NM_058393	chrI	938624	941408	Y95B8A.2
NM_058403	chrI	996044	1005066	C54G6.3
NM_001306322	chrI	963712	966583	cutl-20
NM_001306330	chrI	1047954	1048186	Y34D9A.7
NM_001306329	chrI	1043493	1048186	Y34D9A.7
NM_001306328	chrI	1034786	1040763	Y34D9A.3
NM_001306327	chrI	1034472	1040763	Y34D9A.3
NM_001306326	chrI	1040184	1040763	Y34D9A.3
NM_001306325	chrI	1039364	1040763	Y34D9A.3
NM_001306324	chrI	1034786	1040763	Y34D9A.3
NM_001306323	chrI	1034472	1040763	Y34D9A.3
NM_001306269	chrI	1015203	1015731	C54G6.8
NM_001026570	chrI	1018842	1019157	spp-23
NM_001026573	chrI	948670	957319	mig-1
NR_132616	chrI	969679	973052	shc-1
NR_132615	chrI	969679	973052	shc-1
NR_132554	chrI	969679	976550	shc-1
NR_132553	chrI	969679	972717	shc-1
NR_132552	chrI	969679	972717	shc-1
NR_049943	chrI	1156162	1156454	Y48G8AL.17
NR_049942	chrI	1156087	1156264	Y48G8AL.18
NR_049941	chrI	1126974	1127057	ZK993.4
NR_049940	chrI	1093136	1093157	21ur-15525
NM_170799	chrI	1156596	1157419	rpl-17
NM_170798	chrI	1155401	1156020	aps-3
NM_058427	chrI	1162952	1175753	haf-6
NM_058422	chrI	1128358	1131634	ceh-45
NM_058416	chrI	1068986	1074343	gsa-1
NM_058415	chrI	1054361	1066869	vps-4
NM_058414	chrI	1062446	1064918	npr-23
NM_058411	chrI	1049602	1050638	glrx-10
NM_058426	chrI	1157570	1162874	Y48G8AL.7
NM_058419	chrI	1090067	1095793	R06A10.4
NM_058418	chrI	1084629	1088451	R06A10.1
NM_001306302	chrI	1162952	1164622	haf-6
NM_001306301	chrI	1162952	1173951	haf-6
NM_001306270	chrI	1129807	1131634	ceh-45
NM_001306228	chrI	1070382	1074343	gsa-1
NM_001306331	chrI	1050923	1052012	Y34D9A.8
NM_001306299	chrI	1136514	1147355	Y48G8AL.10
NM_001306298	chrI	1136514	1150575	Y48G8AL.10
NM_001306297	chrI	1136514	1152137	Y48G8AL.10
NM_001306296	chrI	1136514	1154383	Y48G8AL.10
NM_001306300	chrI	1136514	1138066	Y48G8AL.10
NM_001306273	chrI	1112422	1115501	ZK993.5
NM_001306272	chrI	1107823	1112251	ZK993.2
NM_001306271	chrI	1107581	1112251	ZK993.2
NM_001262029	chrI	1088549	1089694	R06A10.5
NM_001262030	chrI	1089124	1089694	R06A10.5
NM_001083151	chrI	1050923	1053645	Y34D9A.8
NM_001083150	chrI	1050923	1052162	Y34D9A.8
NR_049949	chrI	1307479	1307624	K12C11.8
NR_049948	chrI	1279435	1279484	Y48G8AR.4
NR_049947	chrI	1279435	1279484	Y48G8AR.5
NR_049946	chrI	1278911	1279042	Y48G8AR.6
NR_049945	chrI	1278807	1279042	Y48G8AR.7
NM_058436	chrI	1259488	1268154	grh-1
NM_058433	chrI	1211494	1254499	herc-1
NM_058438	chrI	1287303	1287834	Y48G8AR.3
NM_058437	chrI	1282103	1285283	Y48G8AR.2
NM_058435	chrI	1224160	1226798	Y48G8AL.13
NM_058434	chrI	1218511	1218976	Y48G8AL.12
NM_058429	chrI	1193197	1211005	Y48G8AL.5
NM_001306506	chrI	1247434	1254499	herc-1
NM_001306505	chrI	1236321	1254499	herc-1
NM_001306504	chrI	1233806	1254499	herc-1
NM_001306503	chrI	1232529	1254499	herc-1
NM_001306483	chrI	1259488	1264005	grh-1
NM_001306482	chrI	1259488	1268154	grh-1
NM_001306507	chrI	1224160	1225456	Y48G8AL.13
NM_001306295	chrI	1207451	1211005	Y48G8AL.5
NM_001306294	chrI	1201878	1211005	Y48G8AL.5
NM_001306293	chrI	1198548	1211005	Y48G8AL.5
NM_001262043	chrI	1215044	1217263	Y48G8AL.16
NM_001026608	chrI	1254776	1258113	Y48G8AL.15
NR_131344	chrI	1189969	1190830	Y48G8AL.20
NM_170801	chrI	1365520	1375690	Y92H12BL.5
NM_170800	chrI	1348617	1358416	Y92H12BL.1
NM_058453	chrI	1436291	1441214	mrpl-15
NM_058448	chrI	1405943	1413032	set-29
NM_058441	chrI	1340702	1341084	smo-1
NM_058450	chrI	1414067	1415793	Y92H12BR.2
NM_058447	chrI	1394568	1402942	Y92H12BR.7
NM_058446	chrI	1386256	1392759	Y92H12BM.1
NM_058445	chrI	1376941	1385057	Y92H12BL.4
NM_058442	chrI	1341354	1344692	K12C11.1
NM_001306488	chrI	1316673	1328151	dapk-1
NM_001306487	chrI	1311008	1328151	dapk-1
NM_001306499	chrI	1356109	1358416	Y92H12BL.1
NM_001306489	chrI	1339436	1339710	K12C11.7
NM_001306485	chrI	1335394	1336756	K12C11.3
NM_001306484	chrI	1341354	1342582	K12C11.1
NM_001262053	chrI	1335394	1336756	K12C11.3
NM_001262052	chrI	1335394	1336779	K12C11.3
NM_001083139	chrI	1338806	1339710	K12C11.7
NM_001083138	chrI	1337019	1338120	K12C11.6
NM_001083137	chrI	1332752	1334029	K12C11.5
NM_001037902	chrI	1416590	1424608	Y92H12BR.3
NM_001037901	chrI	1416590	1424608	Y92H12BR.3
NR_049952	chrI	1556640	1556661	21ur-12465
NR_049951	chrI	1487606	1487627	21ur-13232
NR_049950	chrI	1447134	1447234	F47G6.6
NM_058459	chrI	1483105	1490321	dyb-1
NM_058458	chrI	1471320	1479860	acs-16
NM_058454	chrI	1442524	1443942	F37F2.2
NM_058464	chrI	1550362	1555889	Y92H12A.2
NM_058460	chrI	1491339	1514409	Y92H12A.5
NM_058457	chrI	1465631	1469536	F47G6.3
NM_058455	chrI	1446665	1465214	spe-15
NM_001306528	chrI	1451136	1453070	gst-25
NM_001306500	chrI	1484822	1490321	dyb-1
NM_001306490	chrI	1489250	1490321	dyb-1
NM_001306363	chrI	1543632	1555889	Y92H12A.2
NM_001306497	chrI	1491339	1514409	Y92H12A.5
NM_001306496	chrI	1520238	1539206	Y92H12A.4
NM_001306495	chrI	1517541	1539206	Y92H12A.4
NM_001306494	chrI	1514761	1539206	Y92H12A.4
NM_001306502	chrI	1460277	1465214	spe-15
NM_001306501	chrI	1454468	1465214	spe-15
NR_131345	chrI	1514761	1540911	Y92H12A.4
NR_101519	chrI	1444506	1444641	F37F2.4
NR_067860	chrI	1505988	1506008	21ur-10404
NR_067860	chrI	1515669	1515689	21ur-10404
NR_049955	chrI	1691496	1691645	Y71G12B.37
NR_049953	chrI	1575713	1575803	Y92H12A.8
NM_058482	chrI	1701371	1701698	lsm-6
NM_058481	chrI	1698350	1700787	ubc-3
NM_058480	chrI	1680509	1685063	drag-1
NM_058476	chrI	1655662	1656700	pqn-88
NM_058474	chrI	1644870	1651255	mab-20
NM_058471	chrI	1621525	1626605	bre-4
NM_058467	chrI	1594979	1596175	cpx-1
NM_058478	chrI	1667727	1669750	Y71G12B.17
NM_058477	chrI	1663425	1667382	Y71G12B.22
NM_058475	chrI	1652915	1655333	Y71G12B.18
NM_058473	chrI	1634813	1643970	Y73E7A.8
NM_058470	chrI	1607917	1610036	Y73E7A.6
NM_058469	chrI	1601839	1606772	Y73E7A.2
